targetMuscle,title,path_url,exercise_id,exercise_name,targetMuscles_api,secondaryMuscles_api,bodyParts_api,equipments_api,gif_url,match_score,status,search_text
neck,Front and Back Neck Stretch,data/Front-and-Back-Neck-Stretch.gif,0mB6wHO,runners stretch,"[""hamstrings""]","[""calves"", ""quadriceps""]","[""upper legs""]","[""body weight""]",https://static.exercisedb.dev/media/0mB6wHO.gif,50.91,matched,"runners stretch [""hamstrings""] [""calves"", ""quadriceps""]"
neck,Chin Tuck,data/Chin-Tuck.gif,7OeHptV,assisted standing chin-up,"[""lats""]","[""biceps"", ""forearms""]","[""back""]","[""leverage machine""]",https://static.exercisedb.dev/media/7OeHptV.gif,49.23,matched,"assisted standing chin-up [""lats""] [""biceps"", ""forearms""]"
neck,Prone Cervical Extension,data/Prone-Cervical-Extension.gif,1TVoin7,barbell lying triceps extension double,"[""triceps""]","[""shoulders""]","[""upper arms""]","[""barbell""]",https://static.exercisedb.dev/media/1TVoin7.gif,43.64,matched,"barbell lying triceps extension double [""triceps""] [""shoulders""]"
neck,Kneeling Neck Stretch,data/Kneeling-Neck-Stretch.gif,13VW2VO,weighted stretch lunge,"[""glutes""]","[""quadriceps"", ""hamstrings"", ""calves""]","[""upper legs""]","[""weighted""]",https://static.exercisedb.dev/media/13VW2VO.gif,52.09,matched,"weighted stretch lunge [""glutes""] [""quadriceps"", ""hamstrings"", ""calves""]"
neck,Weighted Neck Harness Extension,data/Weighted-Neck-Harness-Extension.gif,4CBIBOM,barbell seated close grip behind neck triceps extension,"[""triceps""]","[""shoulders""]","[""upper arms""]","[""barbell""]",https://static.exercisedb.dev/media/4CBIBOM.gif,49.78,matched,"barbell seated close grip behind neck triceps extension [""triceps""] [""shoulders""]"
neck,Lying Weighted Neck Flexion,data/Lying-Weighted-Neck-Flexion.gif,5WiFcYk,weighted lunge with swing,"[""glutes""]","[""quadriceps"", ""hamstrings"", ""calves""]","[""upper legs""]","[""weighted""]",https://static.exercisedb.dev/media/5WiFcYk.gif,49.23,matched,"weighted lunge with swing [""glutes""] [""quadriceps"", ""hamstrings"", ""calves""]"
neck,Lying Weighted Neck Extension,data/Lying-Weighted-Neck-Extension.gif,6MfS53i,dumbbell lying single extension,"[""triceps""]","[""shoulders""]","[""upper arms""]","[""dumbbell""]",https://static.exercisedb.dev/media/6MfS53i.gif,56.0,matched,"dumbbell lying single extension [""triceps""] [""shoulders""]"
neck,Lever Neck Right Side Flexion (plate loaded),data/Lever-Neck-Right-Side-Flexion-(plate-loaded).gif,4U7iLb5,lever pullover,"[""lats""]","[""triceps"", ""shoulders""]","[""back""]","[""leverage machine""]",https://static.exercisedb.dev/media/4U7iLb5.gif,42.11,matched,"lever pullover [""lats""] [""triceps"", ""shoulders""]"
neck,Lever Neck Extension (plate loaded),data/Lever-Neck-Extension-(plate-loaded).gif,2IxROQ1,cable overhead triceps extension (rope attachment),"[""triceps""]","[""shoulders""]","[""upper arms""]","[""cable""]",https://static.exercisedb.dev/media/2IxROQ1.gif,47.06,matched,"cable overhead triceps extension (rope attachment) [""triceps""] [""shoulders""]"
neck,Cable Seated Neck Flexion with head harness,data/Cable-Seated-Neck-Flexion-with-head-harness.gif,8oYqOt9,cable seated curl,"[""biceps""]","[""forearms""]","[""upper arms""]","[""cable""]",https://static.exercisedb.dev/media/8oYqOt9.gif,66.21,matched,"cable seated curl [""biceps""] [""forearms""]"
neck,Cable Seated Neck Extension with head harness,data/Cable-Seated-Neck-Extension-with-head-harness.gif,8oYqOt9,cable seated curl,"[""biceps""]","[""forearms""]","[""upper arms""]","[""cable""]",https://static.exercisedb.dev/media/8oYqOt9.gif,66.21,matched,"cable seated curl [""biceps""] [""forearms""]"
neck,Sphinx Stretch,data/Sphinx-Stretch.gif,99rWm7w,hamstring stretch,"[""hamstrings""]","[""glutes""]","[""upper legs""]","[""body weight""]",https://static.exercisedb.dev/media/99rWm7w.gif,56.77,matched,"hamstring stretch [""hamstrings""] [""glutes""]"
neck,Floor Hyperextension,data/Floor-Hyperextension.gif,8urJS9b,weighted hyperextension (on stability ball),"[""spine""]","[""glutes"", ""hamstrings""]","[""back""]","[""weighted""]",https://static.exercisedb.dev/media/8urJS9b.gif,65.88,matched,"weighted hyperextension (on stability ball) [""spine""] [""glutes"", ""hamstrings""]"
neck,Bhujangasana | Cobra Abdominal Stretch,data/Bhujangasana-|-Cobra-Abdominal-Stretch.gif,0mB6wHO,runners stretch,"[""hamstrings""]","[""calves"", ""quadriceps""]","[""upper legs""]","[""body weight""]",https://static.exercisedb.dev/media/0mB6wHO.gif,50.91,matched,"runners stretch [""hamstrings""] [""calves"", ""quadriceps""]"
neck,Fish Pose,data/Fish-Pose.gif,05Cf2v8,impossible dips,"[""triceps""]","[""chest"", ""shoulders""]","[""upper arms""]","[""body weight""]",https://static.exercisedb.dev/media/05Cf2v8.gif,46.67,matched,"impossible dips [""triceps""] [""chest"", ""shoulders""]"
neck,Superman,data/Superman.gif,4GqRrAk,superman push-up,"[""pectorals""]","[""core"", ""shoulders""]","[""chest""]","[""body weight""]",https://static.exercisedb.dev/media/4GqRrAk.gif,80.0,matched,"superman push-up [""pectorals""] [""core"", ""shoulders""]"
trapezius,Overhead Shrug,data/Overhead-Shrug.gif,1xHyxys,cable high pulley overhead tricep extension,"[""triceps""]","[""shoulders""]","[""upper arms""]","[""cable""]",https://static.exercisedb.dev/media/1xHyxys.gif,58.18,matched,"cable high pulley overhead tricep extension [""triceps""] [""shoulders""]"
trapezius,Gittleson Shrug,data/Gittleson-Shrug.gif,5bpPTHv,kettlebell pistol squat,"[""glutes""]","[""quadriceps"", ""hamstrings"", ""calves""]","[""upper legs""]","[""kettlebell""]",https://static.exercisedb.dev/media/5bpPTHv.gif,37.89,matched,"kettlebell pistol squat [""glutes""] [""quadriceps"", ""hamstrings"", ""calves""]"
trapezius,45 Degree Incline Row,data/45-Degree-Incline-Row.gif,7vG5o25,dumbbell incline row,"[""upper back""]","[""biceps"", ""shoulders""]","[""back""]","[""dumbbell""]",https://static.exercisedb.dev/media/7vG5o25.gif,56.77,matched,"dumbbell incline row [""upper back""] [""biceps"", ""shoulders""]"
trapezius,Dumbbell Shrug,data/Dumbbell-Shrug.gif,0IgNjSM,dumbbell standing reverse curl,"[""biceps""]","[""forearms""]","[""upper arms""]","[""dumbbell""]",https://static.exercisedb.dev/media/0IgNjSM.gif,58.18,matched,"dumbbell standing reverse curl [""biceps""] [""forearms""]"
trapezius,Cable Shrug,data/Cable-Shrug.gif,3ZflifB,cable pushdown,"[""triceps""]","[""forearms""]","[""upper arms""]","[""cable""]",https://static.exercisedb.dev/media/3ZflifB.gif,51.2,matched,"cable pushdown [""triceps""] [""forearms""]"
trapezius,Barbell Shrug,data/Barbell-Shrug.gif,4Leypho,barbell skier,"[""delts""]","[""triceps"", ""core""]","[""shoulders""]","[""barbell""]",https://static.exercisedb.dev/media/4Leypho.gif,61.54,matched,"barbell skier [""delts""] [""triceps"", ""core""]"
trapezius,Behind The Back Barbell Shrug,data/Behind-The-Back-Barbell-Shrug.gif,25GPyDY,barbell curl,"[""biceps""]","[""forearms""]","[""upper arms""]","[""barbell""]",https://static.exercisedb.dev/media/25GPyDY.gif,58.95,matched,"barbell curl [""biceps""] [""forearms""]"
trapezius,Dumbbell Incline Shrug,data/Dumbbell-Incline-Shrug.gif,7vG5o25,dumbbell incline row,"[""upper back""]","[""biceps"", ""shoulders""]","[""back""]","[""dumbbell""]",https://static.exercisedb.dev/media/7vG5o25.gif,71.11,matched,"dumbbell incline row [""upper back""] [""biceps"", ""shoulders""]"
trapezius,Prone Incline Shrug,data/Prone-Incline-Shrug.gif,5v7KYld,smith incline bench press,"[""pectorals""]","[""shoulders"", ""triceps""]","[""chest""]","[""smith machine""]",https://static.exercisedb.dev/media/5v7KYld.gif,50.91,matched,"smith incline bench press [""pectorals""] [""shoulders"", ""triceps""]"
trapezius,Lever Shrug,data/Lever-Shrug.gif,17lJ1kr,lever lying leg curl,"[""hamstrings""]","[""calves""]","[""upper legs""]","[""leverage machine""]",https://static.exercisedb.dev/media/17lJ1kr.gif,50.0,matched,"lever lying leg curl [""hamstrings""] [""calves""]"
trapezius,Rear Delt Fly Machine,data/Rear-Delt-Fly-Machine.gif,8DiFDVA,dumbbell rear fly,"[""delts""]","[""trapezius"", ""rhomboids""]","[""shoulders""]","[""dumbbell""]",https://static.exercisedb.dev/media/8DiFDVA.gif,51.2,matched,"dumbbell rear fly [""delts""] [""trapezius"", ""rhomboids""]"
trapezius,Lever Gripless Shrug,data/Lever-Gripless-Shrug.gif,67n3r98,lever shoulder press,"[""delts""]","[""triceps"", ""chest""]","[""shoulders""]","[""leverage machine""]",https://static.exercisedb.dev/media/67n3r98.gif,56.0,matched,"lever shoulder press [""delts""] [""triceps"", ""chest""]"
trapezius,Cable Rear Delt Fly,data/Cable-Rear-Delt-Fly.gif,7saC5zz,cable decline fly,"[""pectorals""]","[""shoulders"", ""triceps""]","[""chest""]","[""cable""]",https://static.exercisedb.dev/media/7saC5zz.gif,62.22,matched,"cable decline fly [""pectorals""] [""shoulders"", ""triceps""]"
trapezius,Bent Over Lateral Raise,data/Bent-Over-Lateral-Raise.gif,53Ttlck,dumbbell lying rear lateral raise,"[""delts""]","[""traps"", ""rhomboids""]","[""shoulders""]","[""dumbbell""]",https://static.exercisedb.dev/media/53Ttlck.gif,57.78,matched,"dumbbell lying rear lateral raise [""delts""] [""traps"", ""rhomboids""]"
trapezius,Cable Upright Row,data/Cable-Upright-Row.gif,1DN3iz4,smith upright row,"[""delts""]","[""traps"", ""biceps""]","[""shoulders""]","[""smith machine""]",https://static.exercisedb.dev/media/1DN3iz4.gif,62.86,matched,"smith upright row [""delts""] [""traps"", ""biceps""]"
trapezius,Face Pull,data/Face-Pull.gif,72BC5Za,archer pull up,"[""lats""]","[""biceps"", ""forearms""]","[""back""]","[""body weight""]",https://static.exercisedb.dev/media/72BC5Za.gif,55.65,matched,"archer pull up [""lats""] [""biceps"", ""forearms""]"
trapezius,Half Kneeling High Cable Row Rope,data/Half-Kneeling-High-Cable-Row-Rope.gif,9fCHfSc,pointed cable palm rotational row,"[""upper back""]","[""biceps"", ""forearms""]","[""back""]","[""cable""]",https://static.exercisedb.dev/media/9fCHfSc.gif,46.06,matched,"pointed cable palm rotational row [""upper back""] [""biceps"", ""forearms""]"
trapezius,Dumbbell Raise,data/Dumbbell-Raise.gif,1kB3Wmk,dumbbell single leg calf raise,"[""calves""]","[""ankles""]","[""lower legs""]","[""dumbbell""]",https://static.exercisedb.dev/media/1kB3Wmk.gif,80.0,matched,"dumbbell single leg calf raise [""calves""] [""ankles""]"
trapezius,Dumbbell Upright Row,data/Dumbbell-Upright-Row.gif,6cKQC5E,dumbbell one arm upright row,"[""delts""]","[""traps"", ""biceps""]","[""shoulders""]","[""dumbbell""]",https://static.exercisedb.dev/media/6cKQC5E.gif,80.0,matched,"dumbbell one arm upright row [""delts""] [""traps"", ""biceps""]"
trapezius,Bodyweight Military Press,data/Bodyweight-Military-Press.gif,5VXmnV5,bodyweight incline side plank,"[""abs""]","[""obliques"", ""shoulders""]","[""waist""]","[""body weight""]",https://static.exercisedb.dev/media/5VXmnV5.gif,50.37,matched,"bodyweight incline side plank [""abs""] [""obliques"", ""shoulders""]"
trapezius,Kneeling High Pulley Row,data/Kneeling-High-Pulley-Row.gif,8ARQ9Hw,kettlebell sumo high pull,"[""traps""]","[""shoulders"", ""glutes"", ""hamstrings""]","[""back""]","[""kettlebell""]",https://static.exercisedb.dev/media/8ARQ9Hw.gif,52.24,matched,"kettlebell sumo high pull [""traps""] [""shoulders"", ""glutes"", ""hamstrings""]"
trapezius,Ez Bar Upright Row,data/Ez-Bar-Upright-Row.gif,1DN3iz4,smith upright row,"[""delts""]","[""traps"", ""biceps""]","[""shoulders""]","[""smith machine""]",https://static.exercisedb.dev/media/1DN3iz4.gif,62.86,matched,"smith upright row [""delts""] [""traps"", ""biceps""]"
trapezius,Band Pull-Apart,data/Band-Pull-Apart.gif,3omWx6P,band alternating biceps curl,"[""biceps""]","[""forearms""]","[""upper arms""]","[""band""]",https://static.exercisedb.dev/media/3omWx6P.gif,44.65,matched,"band alternating biceps curl [""biceps""] [""forearms""]"
trapezius,Bent Over Reverse Cable Fly,data/Bent-Over-Reverse-Cable-Fly.gif,aaxA3cm,smith reverse grip bent over row,"[""upper back""]","[""biceps"", ""forearms""]","[""back""]","[""smith machine""]",https://static.exercisedb.dev/media/aaxA3cm.gif,61.82,matched,"smith reverse grip bent over row [""upper back""] [""biceps"", ""forearms""]"
trapezius,Bent-Over Barbell Reverse Raise,data/Bent-Over-Barbell-Reverse-Raise.gif,25GPyDY,barbell curl,"[""biceps""]","[""forearms""]","[""upper arms""]","[""barbell""]",https://static.exercisedb.dev/media/25GPyDY.gif,58.95,matched,"barbell curl [""biceps""] [""forearms""]"
trapezius,Barbell Rear Delt Raise,data/Barbell-Rear-Delt-Raise.gif,25GPyDY,barbell curl,"[""biceps""]","[""forearms""]","[""upper arms""]","[""barbell""]",https://static.exercisedb.dev/media/25GPyDY.gif,58.95,matched,"barbell curl [""biceps""] [""forearms""]"
trapezius,Smith Machine Shrug,data/Smith-Machine-Shrug.gif,7WcQgkm,smith machine incline tricep extension - straight variation,"[""triceps""]","[""shoulders""]","[""upper arms""]","[""smith machine""]",https://static.exercisedb.dev/media/7WcQgkm.gif,65.0,matched,"smith machine incline tricep extension - straight variation [""triceps""] [""shoulders""]"
trapezius,Incline Dumbbell Reverse Fly,data/Incline-Dumbbell-Reverse-Fly.gif,9pQSkH8,dumbbell reverse grip incline bench two arm row,"[""upper back""]","[""biceps"", ""forearms""]","[""back""]","[""dumbbell""]",https://static.exercisedb.dev/media/9pQSkH8.gif,73.85,matched,"dumbbell reverse grip incline bench two arm row [""upper back""] [""biceps"", ""forearms""]"
trapezius,Incline Dumbbell Y-Raise,data/Incline-Dumbbell-Y-Raise.gif,6e2DcYX,dumbbell incline shoulder raise,"[""serratus anterior""]","[""deltoids"", ""trapezius""]","[""chest""]","[""dumbbell""]",https://static.exercisedb.dev/media/6e2DcYX.gif,76.52,matched,"dumbbell incline shoulder raise [""serratus anterior""] [""deltoids"", ""trapezius""]"
trapezius,Dumbbell Incline T-Raise,data/Dumbbell-Incline-T-Raise.gif,6e2DcYX,dumbbell incline shoulder raise,"[""serratus anterior""]","[""deltoids"", ""trapezius""]","[""chest""]","[""dumbbell""]",https://static.exercisedb.dev/media/6e2DcYX.gif,76.52,matched,"dumbbell incline shoulder raise [""serratus anterior""] [""deltoids"", ""trapezius""]"
trapezius,Swimming,data/Swimming.gif,9ZGZuOD,incline twisting sit-up,"[""abs""]","[""obliques""]","[""waist""]","[""body weight""]",https://static.exercisedb.dev/media/9ZGZuOD.gif,30.97,matched,"incline twisting sit-up [""abs""] [""obliques""]"
trapezius,Bent Over Rear Delt Fly | Gymstick,data/Bent-Over-Rear-Delt-Fly-|-Gymstick.gif,8DiFDVA,dumbbell rear fly,"[""delts""]","[""trapezius"", ""rhomboids""]","[""shoulders""]","[""dumbbell""]",https://static.exercisedb.dev/media/8DiFDVA.gif,51.2,matched,"dumbbell rear fly [""delts""] [""trapezius"", ""rhomboids""]"
trapezius,Scapular Protraction and Retraction,data/Scapular-Protraction-and-Retraction.gif,9gbyYKk,band seated hip internal rotation,"[""glutes""]","[""hamstrings"", ""quadriceps""]","[""upper legs""]","[""band""]",https://static.exercisedb.dev/media/9gbyYKk.gif,44.71,matched,"band seated hip internal rotation [""glutes""] [""hamstrings"", ""quadriceps""]"
trapezius,Cross Cable Face Pull,data/Cross-Cable-Face-Pull.gif,0CXGHya,cable cross-over variation,"[""pectorals""]","[""deltoids"", ""triceps""]","[""chest""]","[""cable""]",https://static.exercisedb.dev/media/0CXGHya.gif,55.0,matched,"cable cross-over variation [""pectorals""] [""deltoids"", ""triceps""]"
trapezius,Elbow Reverse Push-Up,data/Elbow-Reverse-Push-Up.gif,A9qxk2F,archer push up,"[""pectorals""]","[""triceps"", ""shoulders"", ""core""]","[""chest""]","[""body weight""]",https://static.exercisedb.dev/media/A9qxk2F.gif,53.33,matched,"archer push up [""pectorals""] [""triceps"", ""shoulders"", ""core""]"
trapezius,Scapula Dips,data/Scapula-Dips.gif,7xeukSt,scapula dips,"[""traps""]","[""rhomboids"", ""deltoids""]","[""back""]","[""body weight""]",https://static.exercisedb.dev/media/7xeukSt.gif,80.0,matched,"scapula dips [""traps""] [""rhomboids"", ""deltoids""]"
trapezius,Push-Up Plus,data/Push-Up-Plus.gif,0br45wL,push-up inside leg kick,"[""glutes""]","[""quadriceps"", ""hamstrings"", ""calves"", ""core""]","[""upper legs""]","[""body weight""]",https://static.exercisedb.dev/media/0br45wL.gif,58.95,matched,"push-up inside leg kick [""glutes""] [""quadriceps"", ""hamstrings"", ""calves"", ""core""]"
trapezius,Seated Ballerina Exercise,data/Seated-Ballerina-Exercise.gif,7ePTw4B,exercise ball seated triceps stretch,"[""triceps""]","[""shoulders""]","[""upper arms""]","[""stability ball""]",https://static.exercisedb.dev/media/7ePTw4B.gif,60.33,matched,"exercise ball seated triceps stretch [""triceps""] [""shoulders""]"
trapezius,Seated Scapular Retraction Exercise,data/Seated-Scapular-Retraction-Exercise.gif,7ePTw4B,exercise ball seated triceps stretch,"[""triceps""]","[""shoulders""]","[""upper arms""]","[""stability ball""]",https://static.exercisedb.dev/media/7ePTw4B.gif,54.08,matched,"exercise ball seated triceps stretch [""triceps""] [""shoulders""]"
trapezius,Foam Roller Rhomboids,data/Foam-Roller-Rhomboids.gif,7M66AVi,barbell rollerout,"[""abs""]","[""lower back""]","[""waist""]","[""barbell""]",https://static.exercisedb.dev/media/7M66AVi.gif,42.11,matched,"barbell rollerout [""abs""] [""lower back""]"
trapezius,Foam Roller Upper Back,data/Foam-Roller-Upper-Back.gif,7M66AVi,barbell rollerout,"[""abs""]","[""lower back""]","[""waist""]","[""barbell""]",https://static.exercisedb.dev/media/7M66AVi.gif,41.03,matched,"barbell rollerout [""abs""] [""lower back""]"
trapezius,Scapula Pull-up,data/Scapula-Pull-up.gif,7xeukSt,scapula dips,"[""traps""]","[""rhomboids"", ""deltoids""]","[""back""]","[""body weight""]",https://static.exercisedb.dev/media/7xeukSt.gif,58.95,matched,"scapula dips [""traps""] [""rhomboids"", ""deltoids""]"
trapezius,Serratus Wall Slide With Foam Roller,data/Serratus-Wall-Slide-With-Foam-Roller.gif,A3P4O0R,cable seated row with reverse,"[""upper back""]","[""biceps"", ""forearms""]","[""back""]","[""cable""]",https://static.exercisedb.dev/media/A3P4O0R.gif,41.85,matched,"cable seated row with reverse [""upper back""] [""biceps"", ""forearms""]"
trapezius,Dip Shrugs (Serratus Shrugs),data/Dip-Shrugs-(Serratus-Shrugs).gif,9WTm7dq,chest dip,"[""pectorals""]","[""triceps"", ""shoulders""]","[""chest""]","[""body weight""]",https://static.exercisedb.dev/media/9WTm7dq.gif,40.0,matched,"chest dip [""pectorals""] [""triceps"", ""shoulders""]"
trapezius,Wide Grip Barbell Bent Over Row Plus,data/Wide-Grip-Barbell-Bent-Over-Row-Plus.gif,25GPyDY,barbell curl,"[""biceps""]","[""forearms""]","[""upper arms""]","[""barbell""]",https://static.exercisedb.dev/media/25GPyDY.gif,58.95,matched,"barbell curl [""biceps""] [""forearms""]"
